PUBLISHED_DATE,STATUS,PFMA,YEAR,MONTH,MANAGEMENT,DISPOSITION,SPECIES,ADIPOSE_MARK,SPECIES_CODE,SCIENTIFIC_NAME,ESTIMATE,STANDARD_ERROR,PERCENT_STANDARD_ERROR
"MAY      18, 2021 14:28:45",Preliminary Estimate - Inseason Preliminary Estimate - Inseason - Near Final - Full Month,PFMA 29,2002,April,ISBM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,361,120.93,0.34
"MAY      18, 2021 14:28:45",Preliminary Estimate - Inseason Preliminary Estimate - Inseason - Near Final - Full Month,PFMA 123,2002,May,AABM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,650,,
"MAY      18, 2021 14:28:45",Preliminary Estimate - Inseason Preliminary Estimate - Inseason - Near Final - Full Month,PFMA 124,2002,May,AABM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,155,,
"MAY      18, 2021 14:28:45",Preliminary Estimate - Inseason Preliminary Estimate - Inseason - Near Final - Full Month,PFMA 13,2002,May,ISBM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,1064,226.16,0.21
"MAY      18, 2021 14:28:45",Preliminary Estimate - Inseason Preliminary Estimate - Inseason - Near Final - Full Month,PFMA 14,2002,May,ISBM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,2950,482.08,0.16
"MAY      18, 2021 14:28:45",Preliminary Estimate - Inseason Preliminary Estimate - Inseason - Near Final - Full Month,PFMA 15,2002,May,ISBM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,1015,261.40,0.26
"MAY      18, 2021 14:28:45",Preliminary Estimate - Inseason Preliminary Estimate - Inseason - Near Final - Full Month,PFMA 16,2002,May,ISBM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,1654,403.09,0.24
"MAY      18, 2021 14:28:45",Preliminary Estimate - Inseason Preliminary Estimate - Inseason - Near Final - Full Month,PFMA 17,2002,May,ISBM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,4266,662.01,0.16
"MAY      18, 2021 14:28:45",Preliminary Estimate - Inseason Preliminary Estimate - Inseason - Near Final - Full Month,PFMA 18,2002,May,ISBM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,598,114.58,0.19
"MAY      18, 2021 14:28:45",Preliminary Estimate - Inseason Preliminary Estimate - Inseason - Near Final - Full Month,PFMA 19,2002,May,ISBM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,2257,491.54,0.22
"MAY      18, 2021 14:28:45",Preliminary Estimate - Inseason Preliminary Estimate - Inseason - Near Final - Full Month,PFMA 20,2002,May,ISBM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,2563,760.03,0.30
"MAY      18, 2021 14:28:45",Preliminary Estimate - Inseason Preliminary Estimate - Inseason - Near Final - Full Month,PFMA 23,2002,May,AABM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,71,,
"MAY      18, 2021 14:28:45",Preliminary Estimate - Inseason Preliminary Estimate - Inseason - Near Final - Full Month,PFMA 24,2002,May,AABM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,7,,
"MAY      18, 2021 14:28:45",Preliminary Estimate - Inseason Preliminary Estimate - Inseason - Near Final - Full Month,PFMA 28,2002,May,ISBM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,579,91.03,0.16
"MAY      18, 2021 14:28:45",Preliminary Estimate - Inseason Preliminary Estimate - Inseason - Near Final - Full Month,PFMA 29,2002,May,ISBM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,973,218.39,0.22
"MAY      18, 2021 14:28:45",Preliminary Estimate - Inseason Preliminary Estimate - Inseason - Near Final - Full Month,PFMA 121,2002,June,AABM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,170,,
"MAY      18, 2021 14:28:45",Preliminary Estimate - Inseason Preliminary Estimate - Inseason - Near Final - Full Month,PFMA 123,2002,June,AABM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,1896,140.70,0.07
"MAY      18, 2021 14:28:45",Preliminary Estimate - Inseason Preliminary Estimate - Inseason - Near Final - Full Month,PFMA 124,2002,June,AABM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,1386,150.69,0.11
"MAY      18, 2021 14:28:45",Preliminary Estimate - Inseason Preliminary Estimate - Inseason - Near Final - Full Month,PFMA 126,2002,June,AABM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,19,,
"MAY      18, 2021 14:28:45",Preliminary Estimate - Inseason Preliminary Estimate - Inseason - Near Final - Full Month,PFMA 13,2002,June,ISBM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,8861,2915.20,0.33
"MAY      18, 2021 14:28:45",Preliminary Estimate - Inseason Preliminary Estimate - Inseason - Near Final - Full Month,PFMA 14,2002,June,ISBM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,6918,1881.51,0.27
"MAY      18, 2021 14:28:45",Preliminary Estimate - Inseason Preliminary Estimate - Inseason - Near Final - Full Month,PFMA 15,2002,June,ISBM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,1207,759.96,0.63
"MAY      18, 2021 14:28:45",Preliminary Estimate - Inseason Preliminary Estimate - Inseason - Near Final - Full Month,PFMA 16,2002,June,ISBM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,4627,1001.54,0.22
"MAY      18, 2021 14:28:45",Preliminary Estimate - Inseason Preliminary Estimate - Inseason - Near Final - Full Month,PFMA 17,2002,June,ISBM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,3780,534.16,0.14
"MAY      18, 2021 14:28:45",Published Estimate - Full Month,PFMA 18,2002,June,ISBM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,899,144.57,0.16
"JANUARY 1, 2005 12:00:00",Published Estimate - Full Month,PFMA 19,2002,June,ISBM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,2427,320.63,0.13
"MAY      18, 2021 14:28:45",Published Estimate - Full Month,PFMA 20,2002,June,ISBM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,13883,1694.05,0.12
"MAY      18, 2021 14:28:45",Preliminary Estimate - Inseason Preliminary Estimate - Inseason - Near Final - Full Month,PFMA 21,2002,June,AABM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,20,16.96,0.85
"MAY      18, 2021 14:28:45",Preliminary Estimate - Inseason Preliminary Estimate - Inseason - Near Final - Full Month,PFMA 23,2002,June,AABM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,7716,167.22,0.02
"MAY      18, 2021 14:28:45",Preliminary Estimate - Inseason Preliminary Estimate - Inseason - Near Final - Full Month,PFMA 24,2002,June,AABM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,300,54.95,0.18
"MAY      18, 2021 14:28:45",Preliminary Estimate - Inseason Preliminary Estimate - Inseason - Near Final - Full Month,PFMA 25,2002,June,AABM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,80,22.06,0.28
"MAY      18, 2021 14:28:45",Preliminary Estimate - Inseason Preliminary Estimate - Inseason - Near Final - Full Month,PFMA 28,2002,June,ISBM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,1840,323.45,0.18
"MAY      18, 2021 14:28:45",Preliminary Estimate - Inseason Preliminary Estimate - Inseason - Near Final - Full Month,PFMA 29,2002,June,ISBM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,1822,512.20,0.28
"MAY      18, 2021 14:28:45",Preliminary Estimate - Inseason Preliminary Estimate - Inseason - Near Final - Full Month,PFMA 121,2002,July,AABM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,741,,
"MAY      18, 2021 14:28:45",Preliminary Estimate - Inseason Preliminary Estimate - Inseason - Near Final - Full Month,PFMA 123,2002,July,AABM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,2677,290.33,0.11
"MAY      18, 2021 14:28:45",Preliminary Estimate - Inseason Preliminary Estimate - Inseason - Near Final - Full Month,PFMA 124,2002,July,AABM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,1427,239.98,0.17
"MAY      18, 2021 14:28:45",Preliminary Estimate - Inseason Preliminary Estimate - Inseason - Near Final - Full Month,PFMA 125,2002,July,AABM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,18,16.67,0.93
"MAY      18, 2021 14:28:45",Preliminary Estimate - Inseason Preliminary Estimate - Inseason - Near Final - Full Month,PFMA 126,2002,July,AABM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,594,,
"MAY      18, 2021 14:28:45",Preliminary Estimate - Inseason Preliminary Estimate - Inseason - Near Final - Full Month,PFMA 13,2002,July,ISBM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,13308,861.37,0.07
"MAY      18, 2021 14:28:45",Preliminary Estimate - Inseason Preliminary Estimate - Inseason - Near Final - Full Month,PFMA 14,2002,July,ISBM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,8876,1002.80,0.11
"MAY      18, 2021 14:28:45",Preliminary Estimate - Inseason Preliminary Estimate - Inseason - Near Final - Full Month,PFMA 15,2002,July,ISBM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,846,112.66,0.13
"MAY      18, 2021 14:28:45",Preliminary Estimate - Inseason Preliminary Estimate - Inseason - Near Final - Full Month,PFMA 16,2002,July,ISBM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,3114,370.50,0.12
"MAY      18, 2021 14:28:45",Preliminary Estimate - Inseason Preliminary Estimate - Inseason - Near Final - Full Month,PFMA 17,2002,July,ISBM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,3237,334.78,0.10
"MAY      18, 2021 14:28:45",Preliminary Estimate - Inseason Preliminary Estimate - Inseason - Near Final - Full Month,PFMA 18,2002,July,ISBM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,1498,176.59,0.12
"MAY      18, 2021 14:28:45",Preliminary Estimate - Inseason Preliminary Estimate - Inseason - Near Final - Full Month,PFMA 19,2002,July,ISBM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,1905,168.27,0.09
"MAY      18, 2021 14:28:45",Preliminary Estimate - Inseason Preliminary Estimate - Inseason - Near Final - Full Month,PFMA 20,2002,July,ISBM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,11446,1021.27,0.09
"MAY      18, 2021 14:28:45",Preliminary Estimate - Inseason Preliminary Estimate - Inseason - Near Final - Full Month,PFMA 21,2002,July,AABM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,47,22.25,0.47
"MAY      18, 2021 14:28:45",Preliminary Estimate - Inseason Preliminary Estimate - Inseason - Near Final - Full Month,PFMA 23,2002,July,AABM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,11767,231.15,0.02
"MAY      18, 2021 14:28:45",Preliminary Estimate - Inseason Preliminary Estimate - Inseason - Near Final - Full Month,PFMA 24,2002,July,AABM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,749,138.57,0.19
"MAY      18, 2021 14:28:45",Preliminary Estimate - Inseason Preliminary Estimate - Inseason - Near Final - Full Month,PFMA 25,2002,July,ISBM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,5436,791.81,0.15
"MAY      18, 2021 14:28:45",Preliminary Estimate - Inseason Preliminary Estimate - Inseason - Near Final - Full Month,PFMA 26,2002,July,ISBM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,567,131.85,0.23
"MAY      18, 2021 14:28:45",Preliminary Estimate - Inseason Preliminary Estimate - Inseason - Near Final - Full Month,PFMA 28,2002,July,ISBM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,3754,291.95,0.08
"MAY      18, 2021 14:28:45",Preliminary Estimate - Inseason Preliminary Estimate - Inseason - Near Final - Full Month,PFMA 29,2002,July,ISBM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,511,100.24,0.20
"MAY      18, 2021 14:28:45",Preliminary Estimate - Inseason Preliminary Estimate - Inseason - Near Final - Full Month,PFMA 12,2002,August,ISBM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,5016,551.94,0.11
"MAY      18, 2021 14:28:45",Preliminary Estimate - Inseason Preliminary Estimate - Inseason - Near Final - Full Month,PFMA 121,2002,August,AABM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,852,57.33,0.07
"MAY      18, 2021 14:28:45",Preliminary Estimate - Inseason Preliminary Estimate - Inseason - Near Final - Full Month,PFMA 123,2002,August,ISBM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,26,13.86,0.53
"MAY      18, 2021 14:28:45",Preliminary Estimate - Inseason Preliminary Estimate - Inseason - Near Final - Full Month,PFMA 123,2002,August,AABM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,2072,189.68,0.09
"MAY      18, 2021 14:28:45",Preliminary Estimate - Inseason Preliminary Estimate - Inseason - Near Final - Full Month,PFMA 124,2002,August,AABM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,431,105.88,0.25
"MAY      18, 2021 14:28:45",Preliminary Estimate - Inseason Preliminary Estimate - Inseason - Near Final - Full Month,PFMA 125,2002,August,AABM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,170,149.58,0.88
"MAY      18, 2021 14:28:45",Preliminary Estimate - Inseason Preliminary Estimate - Inseason - Near Final - Full Month,PFMA 126,2002,August,AABM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,455,,
"MAY      18, 2021 14:28:45",Preliminary Estimate - Inseason Preliminary Estimate - Inseason - Near Final - Full Month,PFMA 13,2002,August,ISBM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,10969,1043.71,0.10
"MAY      18, 2021 14:28:45",Preliminary Estimate - Inseason Preliminary Estimate - Inseason - Near Final - Full Month,PFMA 14,2002,August,ISBM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,18914,3666.39,0.19
"MAY      18, 2021 14:28:45",Preliminary Estimate - Inseason Preliminary Estimate - Inseason - Near Final - Full Month,PFMA 15,2002,August,ISBM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,1301,199.86,0.15
"MAY      18, 2021 14:28:45",Preliminary Estimate - Inseason Preliminary Estimate - Inseason - Near Final - Full Month,PFMA 16,2002,August,ISBM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,4212,456.59,0.11
"MAY      18, 2021 14:28:45",Preliminary Estimate - Inseason Preliminary Estimate - Inseason - Near Final - Full Month,PFMA 17,2002,August,ISBM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,6252,788.84,0.13
"MAY      18, 2021 14:28:45",Preliminary Estimate - Inseason Preliminary Estimate - Inseason - Near Final - Full Month,PFMA 18,2002,August,ISBM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,3865,470.39,0.12
"MAY      18, 2021 14:28:45",Preliminary Estimate - Inseason Preliminary Estimate - Inseason - Near Final - Full Month,PFMA 19,2002,August,ISBM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,2984,300.05,0.10
"MAY      18, 2021 14:28:45",Preliminary Estimate - Inseason Preliminary Estimate - Inseason - Near Final - Full Month,PFMA 20,2002,August,ISBM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,10008,2142.90,0.21
"MAY      18, 2021 14:28:45",Preliminary Estimate - Inseason Preliminary Estimate - Inseason - Near Final - Full Month,PFMA 21,2002,August,ISBM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,61,29.58,0.49
"MAY      18, 2021 14:28:45",Preliminary Estimate - Inseason Preliminary Estimate - Inseason - Near Final - Full Month,PFMA 22,2002,August,ISBM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,496,,
"MAY      18, 2021 14:28:45",Preliminary Estimate - Inseason Preliminary Estimate - Inseason - Near Final - Full Month,PFMA 23,2002,August,ISBM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,15862,789.39,0.05
"MAY      18, 2021 14:28:45",Preliminary Estimate - Inseason Preliminary Estimate - Inseason - Near Final - Full Month,PFMA 24,2002,August,ISBM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,1877,420.97,0.22
"MAY      18, 2021 14:28:45",Preliminary Estimate - Inseason Preliminary Estimate - Inseason - Near Final - Full Month,PFMA 25,2002,August,ISBM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,4967,1022.53,0.21
"MAY      18, 2021 14:28:45",Preliminary Estimate - Inseason Preliminary Estimate - Inseason - Near Final - Full Month,PFMA 26,2002,August,ISBM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,290,83.20,0.29
"MAY      18, 2021 14:28:45",Preliminary Estimate - Inseason Preliminary Estimate - Inseason - Near Final - Full Month,PFMA 28,2002,August,ISBM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,1640,282.02,0.17
"MAY      18, 2021 14:28:45",Preliminary Estimate - Inseason Preliminary Estimate - Inseason - Near Final - Full Month,PFMA 29,2002,August,ISBM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,2653,477.90,0.18
"MAY      18, 2021 14:28:45",Preliminary Estimate - Inseason Preliminary Estimate - Inseason - Near Final - Full Month,PFMA 121,2002,September,AABM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,228,,
"MAY      18, 2021 14:28:45",Preliminary Estimate - Inseason Preliminary Estimate - Inseason - Near Final - Full Month,PFMA 123,2002,September,AABM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,588,0.05,0.00
"MAY      18, 2021 14:28:45",Preliminary Estimate - Inseason Preliminary Estimate - Inseason - Near Final - Full Month,PFMA 124,2002,September,AABM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,143,,
"MAY      18, 2021 14:28:45",Preliminary Estimate - Inseason Preliminary Estimate - Inseason - Near Final - Full Month,PFMA 125,2002,September,AABM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,15,14.03,0.94
"MAY      18, 2021 14:28:45",Preliminary Estimate - Inseason Preliminary Estimate - Inseason - Near Final - Full Month,PFMA 13,2002,September,ISBM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,3096,739.56,0.24
"MAY      18, 2021 14:28:45",Preliminary Estimate - Inseason Preliminary Estimate - Inseason - Near Final - Full Month,PFMA 14,2002,September,ISBM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,2945,1126.37,0.38
"MAY      18, 2021 14:28:45",Preliminary Estimate - Inseason Preliminary Estimate - Inseason - Near Final - Full Month,PFMA 15,2002,September,ISBM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,304,119.82,0.39
"MAY      18, 2021 14:28:45",Preliminary Estimate - Inseason Preliminary Estimate - Inseason - Near Final - Full Month,PFMA 16,2002,September,ISBM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,1105,266.61,0.24
"MAY      18, 2021 14:28:45",Preliminary Estimate - Inseason Preliminary Estimate - Inseason - Near Final - Full Month,PFMA 17,2002,September,ISBM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,1685,501.52,0.30
"MAY      18, 2021 14:28:45",Preliminary Estimate - Inseason Preliminary Estimate - Inseason - Near Final - Full Month,PFMA 18,2002,September,ISBM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,2294,983.77,0.43
"MAY      18, 2021 14:28:45",Preliminary Estimate - Inseason Preliminary Estimate - Inseason - Near Final - Full Month,PFMA 19,2002,September,ISBM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,1863,528.11,0.28
"MAY      18, 2021 14:28:45",Preliminary Estimate - Inseason Preliminary Estimate - Inseason - Near Final - Full Month,PFMA 20,2002,September,ISBM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,4407,1395.97,0.32
"MAY      18, 2021 14:28:45",Preliminary Estimate - Inseason Preliminary Estimate - Inseason - Near Final - Full Month,PFMA 21,2002,September,ISBM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,13,12.03,0.93
"MAY      18, 2021 14:28:45",Preliminary Estimate - Inseason Preliminary Estimate - Inseason - Near Final - Full Month,PFMA 22,2002,September,ISBM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,180,,
"MAY      18, 2021 14:28:45",Preliminary Estimate - Inseason Preliminary Estimate - Inseason - Near Final - Full Month,PFMA 23,2002,September,ISBM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,9143,2474.63,0.27
"MAY      18, 2021 14:28:45",Preliminary Estimate - Inseason Preliminary Estimate - Inseason - Near Final - Full Month,PFMA 24,2002,September,ISBM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,210,80.81,0.39
"MAY      18, 2021 14:28:45",Preliminary Estimate - Inseason Preliminary Estimate - Inseason - Near Final - Full Month,PFMA 25,2002,September,ISBM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,178,33.40,0.19
"MAY      18, 2021 14:28:45",Preliminary Estimate - Inseason Preliminary Estimate - Inseason - Near Final - Full Month,PFMA 28,2002,September,ISBM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,1045,127.89,0.12
"MAY      18, 2021 14:28:45",Preliminary Estimate - Inseason Preliminary Estimate - Inseason - Near Final - Full Month,PFMA 29,2002,September,ISBM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,1381,466.93,0.34
"MAY      18, 2021 14:28:45",Preliminary Estimate - Inseason Preliminary Estimate - Inseason - Near Final - Full Month,PFMA 13,2002,October,ISBM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,2448,584.50,0.24
"MAY      18, 2021 14:28:45",Preliminary Estimate - Inseason Preliminary Estimate - Inseason - Near Final - Full Month,PFMA 14,2002,October,ISBM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,604,75.35,0.13
"MAY      18, 2021 14:28:45",Preliminary Estimate - Inseason Preliminary Estimate - Inseason - Near Final - Full Month,PFMA 15,2002,October,ISBM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,96,22.93,0.24
"MAY      18, 2021 14:28:45",Preliminary Estimate - Inseason Preliminary Estimate - Inseason - Near Final - Full Month,PFMA 16,2002,October,ISBM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,390,62.01,0.16
"MAY      18, 2021 14:28:45",Preliminary Estimate - Inseason Preliminary Estimate - Inseason - Near Final - Full Month,PFMA 17,2002,October,ISBM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,831,108.58,0.13
"MAY      18, 2021 14:28:45",Preliminary Estimate - Inseason Preliminary Estimate - Inseason - Near Final - Full Month,PFMA 18,2002,October,ISBM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,437,83.76,0.19
"MAY      18, 2021 14:28:45",Preliminary Estimate - Inseason Preliminary Estimate - Inseason - Near Final - Full Month,PFMA 19,2002,October,ISBM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,1036,105.91,0.10
"MAY      18, 2021 14:28:45",Preliminary Estimate - Inseason Preliminary Estimate - Inseason - Near Final - Full Month,PFMA 20,2002,October,ISBM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,1674,289.74,0.17
